SensorName,Year,Month,WeekNum,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
Upper Wheeler,2006,2,4.0,13.44,21.02,34.0,22.8,27.8,0.14
Upper Wheeler,2006,3,1.0,14.7714285714,21.7,36.5714285714,24.7142857143,30.5714285714,0.0285714285714
Upper Wheeler,2006,3,2.0,15.3375,22.325,32.25,20.0,25.75,0.1
Upper Wheeler,2006,3,3.0,17.0375,23.1625,39.5,27.375,32.625,0.0875
Upper Wheeler,2006,3,4.0,18.225,23.4375,43.5,30.5,35.625,0.0375
Upper Wheeler,2006,4,1.0,18.7571428571,24.3714285714,44.1428571429,31.4285714286,36.1428571429,0.157142857143
Upper Wheeler,2006,4,2.0,17.675,24.825,45.125,31.875,36.625,0.05
Upper Wheeler,2006,4,3.0,16.2,25.2375,48.875,29.625,37.375,0.0375
Upper Wheeler,2006,4,4.0,13.4857142857,25.4,58.1428571429,34.4285714286,43.8571428571,0.0
Upper Wheeler,2006,5,1.0,9.27142857143,25.4571428571,51.5714285714,33.7142857143,41.5714285714,0.0142857142857
Upper Wheeler,2006,5,2.0,4.4375,25.6375,56.25,34.75,44.375,0.025
Upper Wheeler,2006,5,3.0,0.1875,25.775,67.75,46.5,55.0,0.1125
Upper Wheeler,2006,5,4.0,0.0,27.5125,53.375,37.875,44.375,0.1875
Upper Wheeler,2006,6,1.0,0.0,28.4714285714,60.2857142857,44.1428571429,51.5714285714,0.1
Upper Wheeler,2006,6,2.0,0.0,28.9875,58.0,43.5,49.5,0.075
Upper Wheeler,2006,6,3.0,0.0,29.4625,63.125,41.625,44.125,0.0142857142857
Upper Wheeler,2006,6,4.0,0.0,29.5,77.5714285714,54.0,64.1428571429,0.0
Upper Wheeler,2006,7,1.0,0.0,29.5,76.4285714286,52.2857142857,62.5714285714,0.0
Upper Wheeler,2006,7,2.0,0.0,29.5,73.125,49.75,59.75,0.0
Upper Wheeler,2006,7,3.0,0.0,29.5,79.125,54.5,64.75,0.0
Upper Wheeler,2006,7,4.0,0.0,29.5,74.875,51.375,61.5,0.0125
Upper Wheeler,2006,8,1.0,0.0,29.6,73.4285714286,49.4285714286,59.5714285714,0.0
Upper Wheeler,2006,8,2.0,0.0,29.6,71.875,49.75,59.0,0.0
Upper Wheeler,2006,8,3.0,0.0,29.6,76.125,53.625,62.875,0.0
Upper Wheeler,2006,8,4.0,0.0,29.6,69.375,47.875,57.25,0.0
Upper Wheeler,2006,9,1.0,0.0,29.6,76.0,55.0,63.5714285714,0.0
Upper Wheeler,2006,9,2.0,0.0,29.6,61.0,44.125,51.75,0.025
Upper Wheeler,2006,9,3.0,0.0,29.85,52.375,38.25,44.75,0.0125
Upper Wheeler,2006,9,4.0,0.0,29.9,63.8571428571,47.2857142857,54.2857142857,0.0
Upper Wheeler,2007,1,1.0,9.21428571429,17.2,35.5714285714,24.0,29.4285714286,0.314285714286
Upper Wheeler,2007,1,2.0,10.325,18.6,22.875,12.125,17.375,0.05
Upper Wheeler,2007,1,3.0,10.55,19.025,32.5,22.625,26.875,0.0375
Upper Wheeler,2007,1,4.0,10.6125,19.1,32.375,23.375,27.75,0.0
Upper Wheeler,2007,10,1.0,0.0448275862069,1.13793103448,45.1724137931,34.1724137931,39.6206896552,0.0586206896552
Upper Wheeler,2007,10,2.0,0.0,1.0,50.0,37.5,43.5,0.0
Upper Wheeler,2007,11,1.0,0.371428571429,3.1,36.5,26.1071428571,30.9285714286,0.0857142857143
Upper Wheeler,2007,11,2.0,0.0,2.1,46.5,37.5,42.0,0.1
Upper Wheeler,2007,12,1.0,3.99655172414,7.89655172414,30.5517241379,21.6551724138,26.275862069,0.186206896552
Upper Wheeler,2007,12,2.0,3.3,7.3,28.0,20.0,23.0,0.0
Upper Wheeler,2007,2,1.0,10.5857142857,19.1571428571,39.7142857143,29.8571428571,34.0,0.0142857142857
Upper Wheeler,2007,2,2.0,11.0875,19.4625,37.625,28.25,32.375,0.1
Upper Wheeler,2007,2,3.0,11.35,20.025,36.5,26.125,31.25,0.025
Upper Wheeler,2007,2,4.0,11.78,20.94,30.2,20.2,25.4,0.26
Upper Wheeler,2007,3,1.0,12.7142857143,21.7571428571,37.0,25.4285714286,31.0,0.0857142857143
Upper Wheeler,2007,3,2.0,12.8,22.3375,41.5,29.5,35.125,0.0625
Upper Wheeler,2007,3,3.0,12.15,22.6,46.375,31.625,38.25,0.025
Upper Wheeler,2007,3,4.0,11.525,22.85,45.625,30.625,37.0,0.0125
Upper Wheeler,2007,4,1.0,11.2285714286,23.0,45.0,29.8571428571,35.8571428571,0.0285714285714
Upper Wheeler,2007,4,2.0,10.075,23.4125,45.625,31.625,37.5,0.0625
Upper Wheeler,2007,4,3.0,8.6625,23.625,47.375,31.375,37.5,0.0125
Upper Wheeler,2007,4,4.0,5.84285714286,23.7,53.1428571429,36.2857142857,43.7142857143,0.0
Upper Wheeler,2007,5,1.0,1.84285714286,24.1285714286,51.1428571429,34.0,42.0,0.0857142857143
Upper Wheeler,2007,5,2.0,0.025,24.3,62.375,39.875,49.75,0.0
Upper Wheeler,2007,5,3.0,0.0,24.6,57.375,37.25,46.25,0.125
Upper Wheeler,2007,5,4.0,0.0,25.3,64.125,41.625,51.75,0.0
Upper Wheeler,2007,6,1.0,0.0,25.3285714286,65.7142857143,46.1428571429,55.7142857143,0.0142857142857
Upper Wheeler,2007,6,2.0,0.0,25.4125,57.125,39.25,48.125,0.0125
Upper Wheeler,2007,6,3.0,0.0,25.5,64.375,41.75,52.125,0.0
Upper Wheeler,2007,6,4.0,0.0,25.5857142857,63.1428571429,41.4285714286,51.2857142857,0.0142857142857
Upper Wheeler,2007,7,1.0,0.0,25.6,77.4285714286,52.8571428571,64.0,0.0
Upper Wheeler,2007,7,2.0,0.0,25.6,81.125,56.75,66.625,0.0
Upper Wheeler,2007,7,3.0,0.0,25.85,70.375,52.25,59.875,0.0375
Upper Wheeler,2007,7,4.0,0.0,25.9,77.375,50.75,62.125,0.0
Upper Wheeler,2007,8,1.0,0.0,25.9,74.8571428571,51.2857142857,61.1428571429,0.0
Upper Wheeler,2007,8,2.0,0.0,25.9,70.125,48.5,57.5,0.0
Upper Wheeler,2007,8,3.0,0.0,25.975,64.375,46.5,54.25,0.0375
Upper Wheeler,2007,8,4.0,0.0,26.2,70.625,48.375,57.75,0.0
Upper Wheeler,2007,9,1.0,0.0,26.2,67.8571428571,47.5714285714,56.4285714286,0.0
Upper Wheeler,2007,9,2.0,0.0,26.2,68.25,48.875,56.375,0.0
Upper Wheeler,2007,9,3.0,0.0,26.2,55.125,39.5,46.5,0.0
Upper Wheeler,2007,9,4.0,0.0,26.2571428571,53.1428571429,38.8571428571,39.5714285714,0.116666666667
Upper Wheeler,2008,1,1.0,6.32857142857,10.2428571429,30.0,20.1428571429,25.0,0.171428571429
Upper Wheeler,2008,1,2.0,7.7375,11.675,31.875,21.625,26.625,0.1375
Upper Wheeler,2008,1,3.0,8.375,12.25,27.25,15.75,21.5,0.05
Upper Wheeler,2008,1,4.0,9.1125,12.8875,26.25,16.25,21.625,0.1625
Upper Wheeler,2008,10,1.0,0.0,0.468965517241,48.7586206897,36.6896551724,42.3448275862,0.0344827586207
Upper Wheeler,2008,10,2.0,0.0,0.5,42.0,31.0,35.5,0.0
Upper Wheeler,2008,11,1.0,0.253571428571,3.81785714286,40.8571428571,32.1071428571,35.9642857143,0.125
Upper Wheeler,2008,11,2.0,1.2,3.15,41.5,33.5,36.5,0.15
Upper Wheeler,2008,12,1.0,1.62413793103,6.21379310345,27.1034482759,16.8275862069,21.7586206897,0.148275862069
Upper Wheeler,2008,12,2.0,0.3,5.0,38.5,28.5,32.5,0.0
Upper Wheeler,2008,2,1.0,10.2857142857,14.1,30.0,21.1428571429,25.2857142857,0.214285714286
Upper Wheeler,2008,2,2.0,11.8,15.4875,40.125,27.375,33.625,0.0625
Upper Wheeler,2008,2,3.0,12.15,15.7,37.0,27.5,31.5,0.0125
Upper Wheeler,2008,2,4.0,12.65,16.2166666667,41.0,31.3333333333,34.8333333333,0.0833333333333
Upper Wheeler,2008,3,1.0,12.7285714286,16.3,39.5714285714,27.4285714286,32.7142857143,0.0
Upper Wheeler,2008,3,2.0,12.7875,16.4,39.625,28.875,33.75,0.025
Upper Wheeler,2008,3,3.0,12.775,16.55,38.125,24.0,30.875,0.025
Upper Wheeler,2008,3,4.0,13.2,16.9875,34.875,19.5,26.25,0.1
Upper Wheeler,2008,4,1.0,13.9428571429,17.7,44.0,24.4285714286,32.7142857143,0.0428571428571
Upper Wheeler,2008,4,2.0,13.8125,17.85,49.125,29.0,36.75,0.0125
Upper Wheeler,2008,4,3.0,13.4375,17.975,40.875,23.75,31.125,0.0875
Upper Wheeler,2008,4,4.0,13.3428571429,18.6,48.5714285714,29.8571428571,37.2857142857,0.0
Upper Wheeler,2008,5,1.0,11.7714285714,18.7428571429,54.7142857143,33.8571428571,41.7142857143,0.0285714285714
Upper Wheeler,2008,5,2.0,7.9125,18.875,55.125,36.125,44.0,0.0125
Upper Wheeler,2008,5,3.0,0.9,18.9125,63.375,43.875,52.5,0.15
Upper Wheeler,2008,5,4.0,0.0,20.9375,60.875,43.25,50.75,0.125
Upper Wheeler,2008,6,1.0,0.0,21.1857142857,51.1428571429,36.7142857143,43.7142857143,0.0285714285714
Upper Wheeler,2008,6,2.0,0.0,21.3,60.125,37.875,48.375,0.0
Upper Wheeler,2008,6,3.0,0.0,21.3,64.875,42.75,53.5,0.0
Upper Wheeler,2008,6,4.0,0.0,21.3,74.5714285714,50.5714285714,61.5714285714,0.0
Upper Wheeler,2008,7,1.0,0.0,21.3,73.8571428571,51.0,61.2857142857,0.0
Upper Wheeler,2008,7,2.0,0.0,21.3,75.25,50.0,61.25,0.0
Upper Wheeler,2008,7,3.0,0.0,21.3,73.625,49.25,59.625,0.0
Upper Wheeler,2008,7,4.0,0.0,21.3,70.25,47.75,57.5,0.0
Upper Wheeler,2008,8,1.0,0.0,21.3,74.0,50.4285714286,60.7142857143,0.0
Upper Wheeler,2008,8,2.0,0.0,21.4875,72.25,50.25,60.0,0.0375
Upper Wheeler,2008,8,3.0,0.0,21.7375,70.875,51.125,60.125,0.0625
Upper Wheeler,2008,8,4.0,0.0,22.225,62.625,42.75,51.875,0.025
Upper Wheeler,2008,9,1.0,0.0,22.3857142857,61.4285714286,42.7142857143,51.0,0.0142857142857
Upper Wheeler,2008,9,2.0,0.0,22.4,67.125,46.625,54.875,0.0
Upper Wheeler,2008,9,3.0,0.0,22.4,63.75,47.125,54.875,0.0
Upper Wheeler,2008,9,4.0,0.0,22.4142857143,58.1428571429,43.0,49.8571428571,0.0142857142857
Upper Wheeler,2009,1,1.0,5.3,9.95714285714,33.7142857143,18.8571428571,27.0,0.557142857143
Upper Wheeler,2009,1,2.0,5.9,13.0,39.25,30.125,33.875,0.0
Upper Wheeler,2009,1,3.0,5.9125,13.0,32.0,24.875,28.375,0.0
Upper Wheeler,2009,1,4.0,5.975,13.0,30.375,18.25,24.125,0.0
Upper Wheeler,2009,10,1.0,0.128571428571,1.35357142857,43.8928571429,33.1428571429,38.1428571429,0.107142857143
Upper Wheeler,2009,10,2.0,0.05,0.2,43.5,33.0,38.5,0.0
Upper Wheeler,2009,11,1.0,0.664285714286,3.93214285714,37.25,29.1785714286,32.8214285714,0.0714285714286
Upper Wheeler,2009,11,2.0,0.0,3.3,38.0,30.5,33.5,0.05
Upper Wheeler,2009,12,1.0,2.88965517241,6.3275862069,27.0344827586,18.3793103448,22.6896551724,0.0758620689655
Upper Wheeler,2009,12,2.0,2.0,5.25,10.5,0.5,6.0,0.1
Upper Wheeler,2009,2,1.0,6.08571428571,13.0,39.4285714286,28.8571428571,33.2857142857,0.0
Upper Wheeler,2009,2,2.0,6.3375,13.05,26.625,18.75,23.125,0.0625
Upper Wheeler,2009,2,3.0,6.825,13.6125,33.5,25.625,29.375,0.0625
Upper Wheeler,2009,2,4.0,7.4,14.16,31.6,21.6,26.8,0.08
Upper Wheeler,2009,3,1.0,8.87142857143,15.6714285714,35.0,24.0,29.0,0.314285714286
Upper Wheeler,2009,3,2.0,10.1,16.7,28.75,15.125,21.5,0.075
Upper Wheeler,2009,3,3.0,10.7875,17.4375,39.875,26.625,32.625,0.05
Upper Wheeler,2009,3,4.0,10.9125,17.6375,38.875,25.625,32.125,0.0375
Upper Wheeler,2009,4,1.0,11.4714285714,18.1714285714,46.5714285714,28.1428571429,35.1428571429,0.0571428571429
Upper Wheeler,2009,4,2.0,11.25,18.475,45.875,30.5,36.625,0.1
Upper Wheeler,2009,4,3.0,10.8375,19.1875,55.625,33.25,42.125,0.0125
Upper Wheeler,2009,4,4.0,9.67142857143,19.7571428571,46.1428571429,30.0,36.2857142857,0.285714285714
Upper Wheeler,2009,5,1.0,10.2428571429,21.6857142857,48.1428571429,32.7142857143,38.7142857143,0.185714285714
Upper Wheeler,2009,5,2.0,7.4875,22.5,52.125,32.5,40.75,0.0
Upper Wheeler,2009,5,3.0,1.4375,22.5,61.75,39.25,49.5,0.0
Upper Wheeler,2009,5,4.0,0.0,22.5,69.875,46.625,56.5,0.0
Upper Wheeler,2009,6,1.0,0.0,22.5,66.7142857143,47.5714285714,56.4285714286,0.0428571428571
Upper Wheeler,2009,6,2.0,0.0,23.25,65.75,45.375,53.25,0.1
Upper Wheeler,2009,6,3.0,0.0,23.6,61.25,42.5,51.0,0.0
Upper Wheeler,2009,6,4.0,0.0,23.6,67.8571428571,43.7142857143,55.0,0.0
Upper Wheeler,2009,7,1.0,0.0,23.6,73.7142857143,49.4285714286,60.1428571429,0.0
Upper Wheeler,2009,7,2.0,0.0,23.6,70.0,46.875,57.75,0.0
Upper Wheeler,2009,7,3.0,0.0,23.6,79.25,54.0,65.25,0.0
Upper Wheeler,2009,7,4.0,0.0,23.6,78.375,57.375,66.5,0.0
Upper Wheeler,2009,8,1.0,0.0,23.6,80.4285714286,57.5714285714,66.7142857143,0.0
Upper Wheeler,2009,8,2.0,0.0,23.6375,65.25,46.625,54.75,0.0125
Upper Wheeler,2009,8,3.0,0.0,23.7,75.25,51.375,61.875,0.0
Upper Wheeler,2009,8,4.0,0.0,23.7,72.5,51.875,61.0,0.0
Upper Wheeler,2009,9,1.0,0.0,24.0714285714,61.5714285714,46.2857142857,52.7142857143,0.171428571429
Upper Wheeler,2009,9,2.0,0.0,24.9,66.625,47.875,55.75,0.0
Upper Wheeler,2009,9,3.0,0.0,24.9,64.5,46.0,54.375,0.0
Upper Wheeler,2009,9,4.0,0.0,24.9,58.1428571429,41.7142857143,49.7142857143,0.0
Upper Wheeler,2010,1,1.0,4.7,8.14285714286,31.4285714286,23.5714285714,28.0,0.171428571429
Upper Wheeler,2010,1,2.0,5.8625,9.275,35.25,27.75,30.875,0.1375
Upper Wheeler,2010,1,3.0,6.9,10.6375,34.875,29.75,32.25,0.1625
Upper Wheeler,2010,1,4.0,7.55,11.4875,33.25,26.75,29.875,0.075
Upper Wheeler,2010,10,1.0,0.0,0.658620689655,47.8620689655,37.9310344828,42.4137931034,0.0689655172414
Upper Wheeler,2010,10,2.0,0.0,0.0,51.5,44.0,47.5,0.2
Upper Wheeler,2010,11,1.0,0.617857142857,4.06785714286,34.6428571429,25.0357142857,29.5714285714,0.125
Upper Wheeler,2010,11,2.0,0.0,3.4,35.0,28.5,31.0,0.1
Upper Wheeler,2010,12,1.0,4.17931034483,8.68275862069,29.9310344828,21.8965517241,25.8620689655,0.151724137931
Upper Wheeler,2010,12,2.0,2.65,6.5,36.0,31.5,34.0,0.2
Upper Wheeler,2010,2,1.0,7.9,11.9714285714,34.4285714286,27.8571428571,30.8571428571,0.1
Upper Wheeler,2010,2,2.0,8.5875,12.7625,36.0,29.375,32.625,0.125
Upper Wheeler,2010,2,3.0,9.1,13.4875,34.875,24.875,29.375,0.025
Upper Wheeler,2010,2,4.0,9.88,14.1,38.4,29.8,33.4,0.26
Upper Wheeler,2010,3,1.0,10.4714285714,14.9,41.5714285714,30.7142857143,34.5714285714,0.0
Upper Wheeler,2010,3,2.0,10.825,15.2125,37.125,25.375,31.375,0.0875
Upper Wheeler,2010,3,3.0,11.075,15.6375,43.625,29.375,35.25,0.0125
Upper Wheeler,2010,3,4.0,11.2,15.9,42.5,29.0,34.375,0.0875
Upper Wheeler,2010,4,1.0,12.3571428571,17.0714285714,40.1428571429,27.0,32.4285714286,0.2
Upper Wheeler,2010,4,2.0,13.125,18.2,43.625,27.75,34.25,0.0625
Upper Wheeler,2010,4,3.0,11.3625,18.4,54.625,35.5,43.125,0.025
Upper Wheeler,2010,4,4.0,8.22857142857,18.9,47.4285714286,32.8571428571,39.0,0.114285714286
Upper Wheeler,2010,5,1.0,5.47142857143,19.3285714286,45.5714285714,30.1428571429,36.2857142857,0.0285714285714
Upper Wheeler,2010,5,2.0,2.4625,19.5875,58.0,37.75,46.375,0.0125
Upper Wheeler,2010,5,3.0,0.0,20.35,51.5,36.125,42.5,0.1625
Upper Wheeler,2010,5,4.0,0.0,21.4625,51.25,37.375,44.25,0.125
Upper Wheeler,2010,6,1.0,0.0,22.6428571429,54.5714285714,37.4285714286,45.5714285714,0.214285714286
Upper Wheeler,2010,6,2.0,0.0,23.75,59.0,39.25,48.625,0.05
Upper Wheeler,2010,6,3.0,0.0,24.1,56.625,42.625,49.5,0.075
Upper Wheeler,2010,6,4.0,0.0,24.4,66.1428571429,45.5714285714,54.5714285714,0.0
Upper Wheeler,2010,7,1.0,0.0,24.4,61.0,42.7142857143,51.1428571429,0.0
Upper Wheeler,2010,7,2.0,0.0,24.4,72.375,49.75,60.375,0.0
Upper Wheeler,2010,7,3.0,0.0,24.4,71.75,50.0,59.625,0.0
Upper Wheeler,2010,7,4.0,0.0,24.4,76.5,56.0,64.125,0.0
Upper Wheeler,2010,8,1.0,0.0,24.4428571429,70.8571428571,53.1428571429,60.5714285714,0.0285714285714
Upper Wheeler,2010,8,2.0,0.0,24.6,68.75,49.875,58.375,0.0
Upper Wheeler,2010,8,3.0,0.0,24.6,69.375,49.25,58.75,0.0
Upper Wheeler,2010,8,4.0,0.0,24.6375,60.5,43.5,51.375,0.025
Upper Wheeler,2010,9,1.0,0.0,24.8142857143,57.8571428571,42.4285714286,50.1428571429,0.0428571428571
Upper Wheeler,2010,9,2.0,0.0,26.2375,57.625,43.625,49.5,0.175
Upper Wheeler,2010,9,3.0,0.0,27.2,52.25,42.25,46.875,0.15
Upper Wheeler,2010,9,4.0,0.0,27.7,61.1428571429,45.7142857143,53.0,0.0
Upper Wheeler,2011,1,1.0,6.0,10.9857142857,29.7142857143,20.0,24.2857142857,0.0285714285714
Upper Wheeler,2011,1,2.0,6.45,11.5125,31.625,21.125,26.25,0.25
Upper Wheeler,2011,1,3.0,6.7625,14.325,40.5,29.75,34.375,0.175
Upper Wheeler,2011,1,4.0,6.55,14.5875,39.375,29.375,33.5,0.0125
Upper Wheeler,2011,10,1.0,0.0,1.43793103448,46.2413793103,36.0,40.7931034483,0.0758620689655
Upper Wheeler,2011,10,2.0,0.0,1.1,48.5,38.0,43.5,0.0
Upper Wheeler,2011,11,1.0,0.735714285714,3.32857142857,35.1428571429,24.8571428571,29.7857142857,0.125
Upper Wheeler,2011,11,2.0,0.0,2.2,36.5,30.5,33.0,0.0
Upper Wheeler,2011,12,1.0,2.02068965517,5.96206896552,35.5517241379,25.4827586207,30.4137931034,0.0689655172414
Upper Wheeler,2011,12,2.0,1.85,5.7,34.5,25.5,30.0,0.0
Upper Wheeler,2011,2,1.0,6.22857142857,14.6571428571,34.8571428571,23.5714285714,29.2857142857,0.0428571428571
Upper Wheeler,2011,2,2.0,6.6375,14.9625,37.5,28.125,32.5,0.0375
Upper Wheeler,2011,2,3.0,6.8625,15.3125,29.125,19.125,23.875,0.0625
Upper Wheeler,2011,2,4.0,7.6,15.92,22.6,10.8,17.6,0.32
Upper Wheeler,2011,3,1.0,9.25714285714,17.7857142857,33.2857142857,20.4285714286,27.2857142857,0.114285714286
Upper Wheeler,2011,3,2.0,10.3625,19.1,37.25,27.625,32.625,0.2625
Upper Wheeler,2011,3,3.0,12.3625,21.1875,36.5,25.75,30.875,0.25
Upper Wheeler,2011,3,4.0,13.8875,22.7875,40.75,29.875,35.375,0.1125
Upper Wheeler,2011,4,1.0,13.1571428571,23.2285714286,39.4285714286,27.5714285714,33.4285714286,0.0571428571429
Upper Wheeler,2011,4,2.0,13.0625,23.6,40.0,27.5,33.75,0.0625
Upper Wheeler,2011,4,3.0,13.1625,24.0,42.0,25.75,33.25,0.0
Upper Wheeler,2011,4,4.0,12.5857142857,24.1428571429,43.5714285714,30.0,36.1428571429,0.0285714285714
Upper Wheeler,2011,5,1.0,10.7714285714,24.2714285714,47.8571428571,32.5714285714,39.2857142857,0.0142857142857
Upper Wheeler,2011,5,2.0,6.9,24.7125,50.875,34.375,41.875,0.4375
Upper Wheeler,2011,5,3.0,1.625,27.825,51.875,35.75,43.125,0.025
Upper Wheeler,2011,5,4.0,0.0,28.3,48.875,35.875,41.875,0.1625
Upper Wheeler,2011,6,1.0,0.0,29.5571428571,57.8571428571,40.2857142857,48.8571428571,0.0428571428571
Upper Wheeler,2011,6,2.0,0.0,30.1875,55.5,38.75,47.25,0.0875
Upper Wheeler,2011,6,3.0,0.0,30.3,60.75,42.75,51.375,0.0
Upper Wheeler,2011,6,4.0,0.0,30.3,60.5714285714,41.7142857143,51.0,0.0
Upper Wheeler,2011,7,1.0,0.0,30.3,69.5714285714,45.8571428571,57.1428571429,0.0
Upper Wheeler,2011,7,2.0,0.0,30.3375,61.0,43.5,51.625,0.0125
Upper Wheeler,2011,7,3.0,0.0,30.55,62.25,45.375,53.25,0.0375
Upper Wheeler,2011,7,4.0,0.0,30.925,67.875,47.125,56.5,0.0375
Upper Wheeler,2011,8,1.0,0.0,31.0,71.0,50.4285714286,59.5714285714,0.0
Upper Wheeler,2011,8,2.0,0.0,31.0,68.375,48.0,57.0,0.0
Upper Wheeler,2011,8,3.0,0.0,31.0,70.75,50.625,59.375,0.0
Upper Wheeler,2011,8,4.0,0.0,31.0,72.125,52.75,61.125,0.0
Upper Wheeler,2011,9,1.0,0.0,31.0,66.7142857143,48.5714285714,56.7142857143,0.0
Upper Wheeler,2011,9,2.0,0.0,31.0,74.25,56.125,63.5,0.0
Upper Wheeler,2011,9,3.0,0.0,31.1375,60.125,45.75,52.25,0.025
Upper Wheeler,2011,9,4.0,0.0,31.3,57.7142857143,42.7142857143,50.5714285714,0.0285714285714
Upper Wheeler,2012,1,1.0,3.22857142857,7.92857142857,35.1428571429,26.0,30.1428571429,0.0428571428571
Upper Wheeler,2012,1,2.0,3.3125,8.0,35.375,22.625,28.0,0.0
Upper Wheeler,2012,1,3.0,4.45,9.3375,27.625,17.0,22.5,0.325
Upper Wheeler,2012,1,4.0,6.25,11.025,37.875,26.5,32.0,0.075
Upper Wheeler,2012,10,1.0,0.413793103448,0.941379310345,47.3793103448,36.2413793103,41.4482758621,0.127586206897
Upper Wheeler,2012,10,2.0,0.0,0.0,58.0,45.5,50.5,0.0
Upper Wheeler,2012,11,1.0,0.942857142857,5.91785714286,37.8928571429,29.7142857143,33.8571428571,0.2
Upper Wheeler,2012,11,2.0,0.05,3.7,31.5,26.0,29.0,0.15
Upper Wheeler,2012,12,1.0,4.17931034483,12.2689655172,30.3448275862,23.275862069,26.7586206897,0.165517241379
Upper Wheeler,2012,12,2.0,3.0,11.2,32.5,22.0,25.0,0.0
Upper Wheeler,2012,2,1.0,6.52857142857,11.4142857143,32.1428571429,23.4285714286,27.2857142857,0.0428571428571
Upper Wheeler,2012,2,2.0,6.9875,11.7375,34.0,26.125,29.875,0.05
Upper Wheeler,2012,2,3.0,7.65,12.525,35.625,25.125,30.125,0.2625
Upper Wheeler,2012,2,4.0,8.1,14.2,30.1666666667,19.3333333333,24.5,0.116666666667
Upper Wheeler,2012,3,1.0,8.18571428571,14.8428571429,37.8571428571,23.7142857143,30.8571428571,0.0285714285714
Upper Wheeler,2012,3,2.0,8.325,15.2875,39.0,27.375,33.25,0.25
Upper Wheeler,2012,3,3.0,9.4875,17.325,34.625,22.0,28.375,0.1125
Upper Wheeler,2012,3,4.0,10.1375,18.7125,39.125,29.625,33.875,0.4125
Upper Wheeler,2012,4,1.0,11.5571428571,21.1714285714,38.7142857143,25.7142857143,31.1428571429,0.0571428571429
Upper Wheeler,2012,4,2.0,10.975,21.575,48.25,32.0,38.75,0.0125
Upper Wheeler,2012,4,3.0,10.1,21.775,51.125,34.5,40.75,0.075
Upper Wheeler,2012,4,4.0,7.11428571429,23.2714285714,50.5714285714,35.2857142857,42.0,0.228571428571
Upper Wheeler,2012,5,1.0,4.57142857143,24.0571428571,46.4285714286,31.7142857143,38.8571428571,0.0571428571429
Upper Wheeler,2012,5,2.0,0.875,24.2,59.5,38.0,48.125,0.0
Upper Wheeler,2012,5,3.0,0.0,24.2875,53.5,37.625,45.75,0.0375
Upper Wheeler,2012,5,4.0,0.0,24.5875,55.5,39.625,47.0,0.0125
Upper Wheeler,2012,6,1.0,0.0,24.8714285714,53.0,39.1428571429,45.7142857143,0.171428571429
Upper Wheeler,2012,6,2.0,0.0,25.8,57.625,38.625,48.0,0.0
Upper Wheeler,2012,6,3.0,0.0,25.8125,60.375,42.75,51.625,0.025
Upper Wheeler,2012,6,4.0,0.0,26.0571428571,59.4285714286,43.1428571429,51.4285714286,0.0142857142857
Upper Wheeler,2012,7,1.0,0.0,26.1,65.8571428571,45.8571428571,55.1428571429,0.0
Upper Wheeler,2012,7,2.0,0.0,26.1625,77.875,56.5,65.875,0.0875
Upper Wheeler,2012,7,3.0,0.0,27.0375,69.0,49.5,58.625,0.05
Upper Wheeler,2012,7,4.0,0.0,27.2,72.125,50.125,60.25,0.0
Upper Wheeler,2012,8,1.0,0.0,27.2,75.1428571429,54.4285714286,63.8571428571,0.0
Upper Wheeler,2012,8,2.0,0.0,27.2,76.25,54.875,64.125,0.0
Upper Wheeler,2012,8,3.0,0.0,27.2,74.25,53.75,62.875,0.0
Upper Wheeler,2012,8,4.0,0.0,27.2,64.625,45.25,54.25,0.0
Upper Wheeler,2012,9,1.0,0.0,27.2,65.1428571429,46.0,54.2857142857,0.0
Upper Wheeler,2012,9,2.0,0.0,27.2,61.375,44.375,52.875,0.0
Upper Wheeler,2012,9,3.0,0.0,27.2,67.5,52.375,58.75,0.0
Upper Wheeler,2012,9,4.0,0.0,27.2,62.1428571429,47.7142857143,54.2857142857,0.0
Upper Wheeler,2013,1,1.0,6.31428571429,14.4714285714,27.2857142857,17.2857142857,21.7142857143,0.0714285714286
Upper Wheeler,2013,1,2.0,6.7625,14.9125,30.125,18.875,24.125,0.0125
Upper Wheeler,2013,1,3.0,6.8125,15.0875,38.875,29.375,33.25,0.0125
Upper Wheeler,2013,1,4.0,6.7625,15.1,37.125,27.0,31.625,0.0
Upper Wheeler,2013,10,1.0,0.0,0.341379310345,47.0344827586,37.0344827586,41.2068965517,0.048275862069
Upper Wheeler,2013,10,2.0,0.0,0.2,45.5,35.5,39.5,0.0
Upper Wheeler,2013,11,1.0,0.867857142857,3.54642857143,36.8214285714,28.7857142857,32.5,0.107142857143
Upper Wheeler,2013,11,2.0,0.75,3.3,36.5,29.5,33.0,0.0
Upper Wheeler,2013,12,1.0,1.96551724138,5.7724137931,33.6896551724,23.9655172414,28.3103448276,0.048275862069
Upper Wheeler,2013,12,2.0,1.8,5.85,21.0,11.0,15.5,0.05
Upper Wheeler,2013,2,1.0,6.84285714286,15.1,37.7142857143,29.8571428571,33.7142857143,0.0
Upper Wheeler,2013,2,2.0,6.775,15.1,38.625,28.0,32.75,0.0
